,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
PV2016_3021_15A0891,03-Dec-2016,11:26:48,1,7.000000,586,92,0,5,52.6530,173.8415,11:26:54.600001 03-Dec-2016,FastGPS,52.6530,173.8415,,,3.0,-0.4,,,,15,29,30424,,,,32,4904,,,,14,19795,,,,12,8496,,,,31,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,03-Dec-2016,20:30:00,2,7.000000,589,,0,9,52.7253,173.9547,20:30:05.620001 03-Dec-2016,FastGPS,52.7253,173.9547,,,3.8,-1.4,,,,15,32,5411,,,,8,66,,,,1,31171,,,,11,19194,,,,14,13291,,,,10,11902,,,,22,26662,,,,28,28899,,,,27,1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,03-Dec-2016,23:31:58,2,7.000000,590,,0,9,52.7518,173.9129,23:32:04.15 03-Dec-2016,FastGPS,52.7518,173.9129,,,12.5,-0.8,,,,15,19,5966,,,,6,5392,,,,17,122,,,,9,6786,,,,22,24470,,,,23,24335,,,,12,3078,,,,1,1409,,,,31,26289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Dec-2016,02:32:00,1,7.000000,591,92,0,8,52.7516,173.9130,02:32:07.15 04-Dec-2016,FastGPS,52.7516,173.9130,,,6.2,0.2,,,,15,9,19530,,,,7,21874,,,,2,29327,,,,23,21121,,,,6,28806,,,,5,267,,,,30,9582,,,,29,28317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Dec-2016,05:32:15,4,7.000000,592,92,0,5,52.7253,173.9547,20:30:05.620001 03-Dec-2016,FastGPS,52.6569,173.9457,,,0.4,0.1,,,,15,28,27252,,,,5,3244,,,,13,29188,,,,4,28155,,,,20,15266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Dec-2016,08:38:10,4,7.000000,593,,0,9,52.6223,174.0497,08:38:17.150001 04-Dec-2016,FastGPS,52.6223,174.0497,,,10.8,0.2,,,,15,17,27600,,,,13,25912,,,,24,8266,,,,28,9777,,,,15,24971,,,,18,1678,,,,12,15801,,,,19,24285,,,,4,18659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Dec-2016,11:39:20,4,7.000000,594,92,0,5,52.5844,174.0935,11:39:27.170001 04-Dec-2016,FastGPS,52.5844,174.0935,,,2.2,0.2,,,,15,24,9484,,,,25,13598,,,,12,21088,,,,29,23330,,,,2,6640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Dec-2016,14:39:32,3,7.000000,595,92,0,5,52.5845,174.0930,14:39:38.720001 04-Dec-2016,FastGPS,52.5845,174.0930,,,3.0,-0.3,,,,15,29,9985,,,,5,17482,,,,26,24023,,,,25,24688,,,,31,32634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Dec-2016,17:42:51,2,7.000000,596,,0,9,52.6594,174.0600,17:42:57.690001 04-Dec-2016,FastGPS,52.6594,174.0600,,,11.7,-0.3,,,,15,21,13782,,,,15,24939,,,,16,27731,,,,18,27772,,,,8,9446,,,,26,18344,,,,20,31930,,,,7,17945,,,,27,27804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Dec-2016,20:58:06,2,7.000000,597,93,0,7,52.7456,173.9311,20:58:12.700001 04-Dec-2016,FastGPS,52.7456,173.9311,,,7.5,-0.3,,,,15,1,30724,,,,22,10948,,,,8,25259,,,,11,8507,,,,3,9298,,,,14,15362,,,,32,3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,04-Dec-2016,23:58:00,1,7.000000,598,,0,9,52.7460,173.9318,23:58:05.72 04-Dec-2016,FastGPS,52.7460,173.9318,,,5.0,-1.3,,,,15,31,3358,,,,3,30358,,,,23,7415,,,,22,31170,,,,1,5411,,,,6,14644,,,,19,15520,,,,9,927,,,,12,13162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Dec-2016,03:02:54,1,7.000000,599,93,0,8,52.7457,173.9316,03:03:00.21 05-Dec-2016,FastGPS,52.7457,173.9316,,,10.1,-0.8,,,,15,30,18053,,,,2,7560,,,,7,14754,,,,9,27074,,,,4,4225,,,,5,21308,,,,29,31199,,,,6,28334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Dec-2016,06:04:28,3,7.000000,600,93,0,8,52.6532,173.9405,06:04:35.22 05-Dec-2016,FastGPS,52.6532,173.9405,,,7.3,0.2,,,,15,5,8062,,,,15,13426,,,,20,6927,,,,13,26211,,,,4,23628,,,,24,18010,,,,21,32105,,,,30,10949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Dec-2016,09:08:46,2,7.000000,601,,0,9,52.5799,173.9818,09:08:53.23 05-Dec-2016,FastGPS,52.5799,173.9818,,,11.9,0.2,,,,15,12,9955,,,,15,30870,,,,24,13425,,,,25,22957,,,,18,27584,,,,10,5398,,,,17,26408,,,,32,8020,,,,13,30154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Dec-2016,12:13:50,2,7.000000,602,93,0,7,52.5684,174.1036,12:13:56.76 05-Dec-2016,FastGPS,52.5684,174.1036,,,7.0,-0.2,,,,15,29,8994,,,,32,3986,,,,31,31035,,,,12,18937,,,,25,26956,,,,14,1260,,,,2,26925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Dec-2016,15:14:21,2,7.000000,603,93,0,7,52.5510,174.2085,15:14:28.24 05-Dec-2016,FastGPS,52.5510,174.2085,,,9.5,0.2,,,,15,16,22060,,,,31,9856,,,,27,30328,,,,26,19626,,,,20,28636,,,,29,482,,,,5,23496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Dec-2016,18:14:12,2,7.000000,604,,0,9,52.5878,174.1723,18:14:19.26 05-Dec-2016,FastGPS,52.5878,174.1723,,,14.8,0.3,,,,15,8,9111,,,,21,23917,,,,18,24806,,,,15,23794,,,,10,28425,,,,27,9892,,,,16,23859,,,,11,29895,,,,7,2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,05-Dec-2016,21:14:02,1,7.000000,605,93,0,6,52.6275,174.0478,21:14:08.76 05-Dec-2016,FastGPS,52.6275,174.0478,,,4.6,-0.2,,,,15,8,23176,,,,28,11468,,,,1,12701,,,,17,2852,,,,11,25130,,,,3,19821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,06-Dec-2016,00:16:52,1,7.000000,606,93,0,6,52.7344,173.9555,00:16:58.8 06-Dec-2016,FastGPS,52.7344,173.9555,,,3.1,-0.2,,,,15,22,14349,,,,23,15780,,,,9,10837,,,,3,25823,,,,2,5579,,,,19,29682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,06-Dec-2016,03:17:00,1,7.000000,607,93,1,8,52.7515,173.9133,03:17:06.79 06-Dec-2016,FastGPS,52.7515,173.9133,,,10.0,-0.2,,,,15,5,3149,,,,30,7734,,,,7,20046,,,,9,30892,,,,2,4049,,,,29,7096,,,,6,10276,,,,13,17914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,06-Dec-2016,09:23:42,1,7.000000,609,,0,9,52.7312,173.8166,09:23:48.300001 06-Dec-2016,FastGPS,52.7312,173.8166,,,9.0,-0.7,,,,15,32,2399,,,,17,19754,,,,1,17306,,,,19,4598,,,,10,26159,,,,14,25736,,,,25,29194,,,,12,10186,,,,18,22591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,06-Dec-2016,13:03:14,3,7.000000,610,95,0,6,52.7342,173.7214,13:03:20.790001 06-Dec-2016,FastGPS,52.7342,173.7214,,,4.9,-0.2,,,,15,31,18391,,,,29,12352,,,,12,969,,,,26,826,,,,25,26391,,,,14,2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,06-Dec-2016,16:24:21,2,7.000000,611,96,0,7,52.7003,173.6322,16:24:27.320001 06-Dec-2016,FastGPS,52.7003,173.6322,,,4.7,-0.7,,,,15,26,25040,,,,18,16136,,,,20,12870,,,,21,14917,,,,8,20467,,,,7,9884,,,,10,26088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,07-Dec-2016,01:30:56,1,7.000000,614,,0,9,52.7447,173.3369,01:31:01.860001 07-Dec-2016,FastGPS,52.7447,173.3369,,,8.7,-1.1,,,,15,5,13762,,,,2,11130,,,,9,23216,,,,19,27703,,,,6,13605,,,,30,22360,,,,26,31196,,,,23,25502,,,,16,17863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,07-Dec-2016,04:31:05,4,7.000000,615,96,0,8,52.8427,173.2142,04:31:11.860001 07-Dec-2016,FastGPS,52.8427,173.2142,,,8.7,-0.1,,,,15,21,15038,,,,7,20278,,,,5,14746,,,,13,12565,,,,30,31178,,,,15,9822,,,,28,840,,,,20,14093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,07-Dec-2016,07:36:18,2,7.000000,616,,0,9,52.8384,173.1994,07:36:24.380001 07-Dec-2016,FastGPS,52.8384,173.1994,,,8.9,-0.6,,,,15,10,10967,,,,13,27191,,,,17,7252,,,,18,7468,,,,19,22278,,,,15,15172,,,,12,23454,,,,24,11036,,,,20,24604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,07-Dec-2016,10:36:42,2,7.000000,617,96,0,4,52.8469,173.2141,13:54:33.39 07-Dec-2016,FastGPS,52.8351,173.1906,,,0.3,-1.1,,,,15,24,11567,,,,29,29323,,,,6,16938,,,,2,18386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,07-Dec-2016,13:54:27,4,7.000000,618,97,0,6,52.8469,173.2141,13:54:33.39 07-Dec-2016,FastGPS,52.8469,173.2141,,,5.6,-0.6,,,,15,26,8298,,,,31,3618,,,,23,16587,,,,16,14327,,,,21,8696,,,,25,2410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,07-Dec-2016,16:54:45,3,7.000000,619,,0,9,52.8404,173.1990,16:54:51.4 07-Dec-2016,FastGPS,52.8404,173.1990,,,9.2,-0.6,,,,15,7,6468,,,,8,17967,,,,18,1268,,,,27,32446,,,,21,17978,,,,10,26730,,,,30,15456,,,,26,28504,,,,16,18667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,07-Dec-2016,19:55:00,3,7.000000,620,97,0,6,52.8385,173.2054,19:55:06.04 07-Dec-2016,FastGPS,52.8385,173.2054,,,5.7,-1.0,,,,15,1,6296,,,,22,4596,,,,3,8940,,,,11,13126,,,,28,20913,,,,8,15292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,07-Dec-2016,22:57:30,2,7.000000,621,,0,9,52.8382,173.1994,22:57:36.890001 07-Dec-2016,FastGPS,52.8382,173.1994,,,11.8,-0.1,,,,15,3,5468,,,,6,16985,,,,22,13632,,,,17,24739,,,,19,12194,,,,12,9802,,,,23,21970,,,,9,32288,,,,31,26597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,08-Dec-2016,01:59:57,3,7.000000,622,,0,9,52.8377,173.2012,02:00:02.940001 08-Dec-2016,FastGPS,52.8377,173.2012,,,8.3,-1.1,,,,15,6,8800,,,,9,14746,,,,7,9953,,,,23,7409,,,,16,23940,,,,26,3781,,,,5,11010,,,,30,2342,,,,29,10990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,08-Dec-2016,05:00:00,1,7.000000,623,97,1,7,52.8314,173.2036,05:00:06.360001 08-Dec-2016,FastGPS,52.8314,173.2036,,,9.5,-0.6,,,,15,15,15681,,,,21,19926,,,,7,11011,,,,20,18566,,,,30,26026,,,,13,845,,,,27,1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,08-Dec-2016,08:44:59,1,7.000000,624,97,0,8,52.8305,173.1962,08:45:06.460001 08-Dec-2016,FastGPS,52.8305,173.1962,,,5.9,0.5,,,,15,17,15364,,,,24,1680,,,,19,17488,,,,15,25129,,,,32,16322,,,,10,6290,,,,18,12741,,,,13,31296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,08-Dec-2016,11:48:39,3,7.000000,625,,0,9,52.8450,173.2151,11:48:45.980001 08-Dec-2016,FastGPS,52.8450,173.2151,,,6.7,-0.0,,,,15,29,6581,,,,25,6148,,,,32,20378,,,,12,29289,,,,26,6226,,,,31,4266,,,,2,22399,,,,14,21668,,,,6,9067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,08-Dec-2016,15:03:00,3,7.000000,626,,1,9,52.8299,173.2001,15:03:06.970001 08-Dec-2016,FastGPS,52.8299,173.2001,,,6.4,-0.0,,,,15,26,28794,,,,16,5165,,,,21,6391,,,,27,15714,,,,31,12246,,,,23,14558,,,,29,1044,,,,9,13818,,,,20,32629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,08-Dec-2016,20:03:32,1,7.000000,627,,0,9,52.8345,173.1986,20:03:37.990001 08-Dec-2016,FastGPS,52.8345,173.1986,,,10.6,-1.0,,,,15,8,4189,,,,27,16274,,,,32,19703,,,,14,16295,,,,1,15490,,,,10,25515,,,,28,20989,,,,11,8966,,,,3,18097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,08-Dec-2016,23:03:44,2,7.000000,628,98,0,7,52.8376,173.2029,23:03:50.020001 08-Dec-2016,FastGPS,52.8376,173.2029,,,6.8,-1.0,,,,15,17,10449,,,,23,6513,,,,19,9127,,,,9,4479,,,,1,29522,,,,11,7987,,,,22,9959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,09-Dec-2016,02:06:44,2,7.000000,629,98,0,7,52.8307,173.1992,02:06:51.040001 09-Dec-2016,FastGPS,52.8307,173.1992,,,10.8,0.0,,,,15,6,3956,,,,2,24028,,,,7,759,,,,5,13648,,,,29,19733,,,,30,11728,,,,14,2628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,09-Dec-2016,05:07:00,3,7.000000,630,98,1,5,52.8287,173.1990,05:07:06.920001 09-Dec-2016,FastGPS,52.8287,173.1990,,,3.5,-0.1,,,,15,15,29413,,,,21,6277,,,,13,27245,,,,20,15370,,,,28,15865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,09-Dec-2016,08:07:00,5,7.000000,631,98,1,7,52.8298,173.2003,08:07:07.080001 09-Dec-2016,FastGPS,52.8298,173.2003,,,5.7,0.1,,,,15,13,2445,,,,12,5070,,,,15,23136,,,,17,13668,,,,19,23042,,,,10,13844,,,,20,10043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,09-Dec-2016,11:10:19,2,7.000000,632,,0,9,52.7577,173.2316,11:10:26.560001 09-Dec-2016,FastGPS,52.7577,173.2316,,,11.0,0.6,,,,15,31,13678,,,,32,2492,,,,25,28994,,,,29,6074,,,,22,31984,,,,2,5660,,,,14,9230,,,,3,21070,,,,12,26858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,09-Dec-2016,14:27:45,1,7.000000,633,,0,9,52.6494,173.3845,14:27:51.060001 09-Dec-2016,FastGPS,52.6494,173.3845,,,12.5,-0.9,,,,15,23,28102,,,,27,3159,,,,26,25724,,,,31,22978,,,,16,1602,,,,25,2504,,,,21,20864,,,,20,8706,,,,29,32580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,09-Dec-2016,17:35:13,1,7.000000,634,99,0,8,52.6481,173.4436,17:35:20.050001 09-Dec-2016,FastGPS,52.6481,173.4436,,,12.8,0.1,,,,15,10,14860,,,,16,7789,,,,4,22346,,,,27,19540,,,,26,16450,,,,18,11489,,,,8,14126,,,,21,28120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,09-Dec-2016,23:37:42,1,7.000000,636,99,0,6,52.7230,173.4185,23:37:49.080001 09-Dec-2016,FastGPS,52.7230,173.4185,,,2.1,0.1,,,,15,1,25009,,,,22,16254,,,,9,23818,,,,17,6355,,,,23,28996,,,,3,15341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,10-Dec-2016,02:44:34,1,7.000000,637,99,0,8,52.7029,173.4398,02:44:41.590001 10-Dec-2016,FastGPS,52.7029,173.4398,,,6.2,0.6,,,,15,9,6628,,,,7,2304,,,,30,11830,,,,6,6291,,,,2,26678,,,,29,19146,,,,23,20436,,,,5,17921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,10-Dec-2016,09:27:31,3,7.000000,639,101,0,8,52.6419,173.5738,09:27:38.130001 10-Dec-2016,FastGPS,52.6419,173.5738,,,4.8,0.1,,,,15,15,2982,,,,24,15381,,,,25,15107,,,,32,773,,,,19,14520,,,,12,10024,,,,17,5798,,,,18,20966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,10-Dec-2016,12:27:42,1,7.000000,640,101,0,7,52.6404,173.5961,12:27:49.600001 10-Dec-2016,FastGPS,52.6404,173.5961,,,3.3,0.6,,,,15,31,9309,,,,32,4598,,,,14,4110,,,,12,19982,,,,26,3206,,,,2,3664,,,,25,12290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,10-Dec-2016,15:33:19,2,7.000000,641,101,0,6,52.6399,173.6214,15:33:25.110001 10-Dec-2016,FastGPS,52.6399,173.6214,,,8.6,-0.9,,,,15,20,8648,,,,29,15088,,,,27,20116,,,,16,3145,,,,31,6293,,,,26,3498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,10-Dec-2016,18:36:19,2,7.000000,642,,0,9,52.6727,173.5872,18:36:25.650001 10-Dec-2016,FastGPS,52.6727,173.5872,,,7.0,-0.3,,,,15,18,29565,,,,4,7169,,,,11,19975,,,,8,26240,,,,10,4014,,,,1,31886,,,,32,27485,,,,28,4502,,,,7,32032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,10-Dec-2016,21:38:25,3,7.000000,643,,0,9,52.7371,173.4790,21:38:31.680001 10-Dec-2016,FastGPS,52.7371,173.4790,,,5.3,-0.3,,,,15,32,29456,,,,14,25126,,,,1,2228,,,,22,13262,,,,11,939,,,,3,14871,,,,17,28600,,,,19,7853,,,,4,25204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,11-Dec-2016,00:40:36,3,7.000000,644,,0,9,52.8080,173.3139,00:40:42.140001 11-Dec-2016,FastGPS,52.8080,173.3139,,,16.7,-0.9,,,,15,19,32194,,,,22,24228,,,,2,517,,,,6,8851,,,,23,26041,,,,3,14455,,,,7,12886,,,,9,28093,,,,17,32318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,11-Dec-2016,03:40:00,4,7.000000,645,101,0,7,52.8076,173.3064,03:40:07.150001 11-Dec-2016,FastGPS,52.8076,173.3064,,,6.0,0.2,,,,15,30,29656,,,,5,16974,,,,7,12265,,,,9,533,,,,28,3675,,,,13,979,,,,20,14986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,11-Dec-2016,06:43:10,1,7.000000,646,101,0,8,52.8320,173.2433,06:43:17.680001 11-Dec-2016,FastGPS,52.8320,173.2433,,,6.5,0.7,,,,15,13,24961,,,,28,5932,,,,17,16810,,,,15,32299,,,,18,17226,,,,30,12603,,,,24,1528,,,,10,10431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,11-Dec-2016,09:43:00,2,7.000000,647,101,1,6,52.8299,173.2001,09:43:06.180001 11-Dec-2016,FastGPS,52.8299,173.2001,,,4.5,-0.8,,,,15,10,8595,,,,14,24702,,,,25,15989,,,,32,13026,,,,24,30325,,,,12,18294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,11-Dec-2016,15:47:35,3,7.000000,649,,0,9,52.8449,173.2023,15:47:42.210001 11-Dec-2016,FastGPS,52.8449,173.2023,,,8.3,0.2,,,,15,27,24489,,,,26,15051,,,,16,28202,,,,18,18955,,,,21,27469,,,,20,14632,,,,7,14328,,,,8,8788,,,,10,32547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,11-Dec-2016,18:49:31,2,7.000000,650,,0,9,52.8376,173.2023,18:49:37.700001 11-Dec-2016,FastGPS,52.8376,173.2023,,,6.4,-0.3,,,,15,4,1873,,,,11,27918,,,,8,16684,,,,18,20078,,,,1,15732,,,,28,18739,,,,22,17176,,,,10,24214,,,,30,32571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,11-Dec-2016,21:49:27,2,7.000000,651,,0,9,52.8379,173.2005,21:49:34.220001 11-Dec-2016,FastGPS,52.8379,173.2005,,,11.8,0.2,,,,15,1,17187,,,,19,11212,,,,32,18654,,,,11,21524,,,,17,16186,,,,4,11878,,,,28,634,,,,14,9688,,,,3,8346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,12-Dec-2016,00:53:56,3,7.000000,652,101,0,7,52.8379,173.2006,00:54:02.700001 12-Dec-2016,FastGPS,52.8379,173.2006,,,8.6,-0.3,,,,15,23,14416,,,,3,1582,,,,2,15199,,,,9,2335,,,,5,23664,,,,19,16267,,,,17,15459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,12-Dec-2016,03:59:15,1,8.000000,653,,0,9,52.8383,173.2044,03:59:22.25 12-Dec-2016,FastGPS,52.8383,173.2044,,,6.5,-0.7,,,,15,13,25958,,,,30,18044,,,,15,8882,,,,20,22412,,,,5,2499,,,,7,1608,,,,21,31258,,,,28,7018,,,,2,28762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,12-Dec-2016,06:59:20,2,8.000000,654,,0,9,52.7838,173.3045,06:59:27.760001 12-Dec-2016,FastGPS,52.7838,173.3045,,,10.0,-0.2,,,,15,15,22003,,,,20,13412,,,,13,2878,,,,24,24122,,,,18,13062,,,,10,13832,,,,17,15154,,,,28,13786,,,,30,18930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,12-Dec-2016,09:59:45,2,8.000000,655,,0,9,52.7125,173.4766,09:59:51.270001 12-Dec-2016,FastGPS,52.7125,173.4766,,,8.0,-1.7,,,,15,25,22740,,,,14,7418,,,,24,15049,,,,12,23922,,,,32,20339,,,,17,7385,,,,10,5452,,,,6,29387,,,,29,26840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,12-Dec-2016,16:20:23,1,8.000000,657,102,0,8,52.6705,173.6789,16:20:30.290001 12-Dec-2016,FastGPS,52.6705,173.6789,,,11.3,-0.7,,,,15,10,12110,,,,18,21869,,,,21,30579,,,,7,19950,,,,27,16214,,,,26,20488,,,,16,15550,,,,8,2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,12-Dec-2016,19:23:54,1,8.000000,658,,0,9,52.6830,173.7740,19:24:01.310001 12-Dec-2016,FastGPS,52.6830,173.7740,,,7.2,-0.7,,,,15,8,32482,,,,10,30098,,,,22,29052,,,,27,4172,,,,32,31303,,,,3,25588,,,,1,10092,,,,11,27954,,,,14,25020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,12-Dec-2016,22:24:00,2,8.000000,659,,0,9,52.7521,173.9129,22:24:07.330001 12-Dec-2016,FastGPS,52.7521,173.9129,,,5.8,-0.7,,,,15,23,2097,,,,22,28861,,,,1,13771,,,,11,22132,,,,3,4631,,,,17,3936,,,,19,8827,,,,9,18191,,,,6,10673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3021_15A0891,13-Dec-2016,01:40:06,2,8.000000,660,,0,9,52.7501,173.9147,01:40:13.330001 13-Dec-2016,FastGPS,52.7501,173.9147,,,6.2,-0.7,,,,15,7,1151,,,,6,24413,,,,23,25648,,,,9,2292,,,,2,6820,,,,29,27151,,,,30,24423,,,,16,14558,,,,5,28197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
